Nombre,Posición,Part,Min,Pas I,Pas C,Pases prog,Pas Cl,Asis,xA,OCG,Reg,Pres Int,Pres C,Distancia,Esprints/90,FC,FR,Ama,Roj.,Rob,Pos Gan/90,Pos Perd/90,Disparos,TaP,Disparos fuera área/90,Gol,Goles fuera del área,xG,xG- SP,Cab Int,Cen.In,Cab,Cen.Com,Cen I-Ab,Cen C-Ab,Fdj,GlEq
player_1403,"DF (C), MC, ME (C)",4 (20),713,388,340,29,5,0,"0,63",2,3,72,19,"94,7 km","9,72",4,1,1,0,7,"11,74","4,8",6,1,"0,38",0,0,"0,31","0,31",26,1,15,0,1,0,0,11
player_1404,DF (D),29 (1),2.410,1.219,1.085,149,19,2,"3,73",8,45,219,60,"321,3 km","13,33",35,31,9,0,64,"13,48",13,34,3,"0,41",0,0,"3,48","3,48",122,110,73,9,68,1,4,40
player_1405,DF (C),35,3.182,2.040,1.819,101,8,3,"2,49",5,8,107,35,"415,4 km","6,05",19,19,3,1,58,"21,67","2,38",22,3,"0,25",0,0,"1,38","1,38",228,40,142,5,4,2,0,58
player_1406,"MC, ME (DIC), MP (C)",1 (16),384,206,185,16,4,0,"0,66",0,2,46,9,"55,7 km","10,08",1,6,0,0,7,"9,84","7,03",2,1,0,0,0,"0,65","0,65",9,15,2,2,2,0,0,3
player_1407,DF (C),33 (1),2.909,1.782,1.543,115,7,1,"1,31",1,4,107,38,"358,4 km","4,98",29,11,7,0,56,"20,26","2,38",11,1,"0,19",0,0,"0,83","0,83",241,3,151,0,3,0,4,41
player_1408,DF/CR/ME (D),22 (5),2.104,918,789,108,34,5,"3,39",9,46,232,75,"294,3 km","13,99",19,29,1,0,53,"12,15","16,81",10,3,"0,17",3,0,"0,89","0,89",107,144,48,19,132,19,3,23
player_1409,"DF (C), MC",27 (5),2.372,1.346,1.209,93,22,2,"4,16",6,9,233,55,"327,6 km","9,9",29,8,5,0,50,"13,51","6,94",14,3,"0,11",0,0,"1,53","1,53",107,8,60,0,8,0,1,28
player_1410,DF (DC),38,3.308,1.740,1.520,170,34,2,"1,56",2,21,281,57,"432,9 km","11,18",27,31,3,0,90,"11,7","11,56",40,11,"0,38",1,0,"3,91","3,91",193,44,132,3,44,3,2,33
player_1411,DF/CR/ME/MP (D),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1412,DF/CR/ME (I),1 (11),665,368,315,41,15,1,"0,59",1,6,46,12,"95,2 km","11,5",3,8,1,0,12,"12,99","8,93",3,0,"0,14",0,0,"0,53","0,53",48,62,29,8,20,2,0,4
player_1413,POR,17,1.409,303,188,0,1,0,0,0,0,0,0,"82,1 km",0,0,7,0,0,0,"1,79","8,37",0,-,-,0,-,0,0,-,-,-,-,-,-,0,19
player_1414,ME/MP (C),17 (10),1.331,605,512,33,21,2,"1,67",3,21,155,45,"189,9 km","10,08",9,13,2,0,24,"12,78","15,01",26,12,"0,68",1,1,"2,72","2,72",52,13,10,2,13,2,1,13
player_1415,"DF (C), MC, ME (C)",36,3.156,1.903,1.747,138,11,3,"3,34",8,4,115,36,"382,2 km","5,08",23,21,3,0,45,"18,74","2,82",16,0,"0,11",0,0,"1,87","1,87",250,3,171,0,3,0,2,34
player_1416,"DF (C), MC, ME (C)",0 (22),831,439,383,45,9,1,"1,13",3,2,77,30,"109,1 km","7,15",6,4,1,0,13,"10,4","10,07",6,2,"0,22",0,0,"0,61","0,61",63,3,46,1,3,1,1,5
player_1417,"ME (C), MP (DIC), DL (C)",29 (1),1.820,773,655,56,33,3,"4,3",7,21,203,50,"266,5 km","10,24",19,25,0,0,25,"10,73","14,69",24,13,"0,35",2,0,"2,01","2,01",75,107,21,17,18,1,2,17
player_1418,ME (C),10 (8),985,488,429,47,14,6,"3,56",6,7,104,22,"131,7 km","7,86",2,11,0,0,17,"10,69","13,25",5,0,"0,18",0,0,"0,93","0,93",46,5,11,1,5,1,1,15
player_1419,DF/CR (I),34,2.921,1.539,1.330,194,69,6,"4,21",3,28,296,73,"396,1 km","13,71",40,19,9,0,87,"14,94","11,65",3,0,0,0,0,"0,5","0,5",171,291,115,37,106,12,1,40
player_1420,POR,32,2.520,655,413,0,0,0,0,0,0,0,0,"158,7 km",0,6,5,6,0,0,"5,82","5,39",0,-,-,0,-,0,0,-,-,-,-,-,-,0,48
player_1421,"ME/MP (I), DL (C)",7 (24),955,238,204,5,5,1,"0,94",2,6,67,10,"135,7 km","7,73",9,15,0,0,7,"1,41","20,45",36,18,"1,04",4,1,"3,92","3,92",112,3,44,0,3,0,5,14
player_1422,DL (C),14 (9),1.217,337,291,9,9,0,"0,7",1,6,102,26,"157,2 km","6,95",10,34,2,0,11,"1,18","24,33",22,13,"0,59",5,0,"1,85","1,85",163,7,79,1,7,1,6,13
player_1423,MP (IC),33,2.868,978,826,53,53,5,"5,64",17,36,307,77,"411,5 km","10,26",15,46,4,0,46,"12,14","16,54",56,23,"0,53",9,2,"8,59","7,78",183,249,37,45,29,5,4,35
player_1424,POR,32,2.734,771,512,0,1,0,0,0,0,0,0,"183,2 km",0,0,26,0,0,0,"5,99","6,88",0,-,-,0,-,0,0,-,-,-,-,-,-,0,45
player_1425,ME/MP (DIC),24 (11),1.735,587,504,38,26,4,"3,53",7,35,192,41,"253,8 km","10,79",12,19,0,0,28,"9,7","18,88",26,7,"0,47",0,0,"2,1","2,1",120,21,13,0,21,0,1,19
player_1426,DF (C),7 (10),939,535,462,31,1,0,"0,03",0,0,35,9,"117,9 km","4,12",7,1,1,0,20,"8,82","5,65",4,2,0,0,0,"0,47","0,47",87,1,66,0,1,0,1,6
player_1427,ME/MP (IC),23 (1),1.970,661,549,44,42,4,"4,12",7,51,283,67,"273,0 km","14,21",23,16,0,0,52,"6,81","18,69",31,13,"0,37",4,0,"4,07","4,07",103,87,19,12,57,6,3,21
player_1428,"DF (C), MC",18 (9),1.882,1.040,920,86,8,2,"1,42",3,3,118,26,"230,9 km","6,98",26,5,3,0,33,"10,86","5,64",9,0,"0,1",0,0,"0,65","0,65",168,1,101,0,1,0,0,12
player_1429,DF (DC),38,3.421,2.172,1.905,137,11,1,"0,75",0,5,106,32,"422,7 km","5,31",34,15,8,0,58,"13,55","3,29",24,4,"0,16",0,0,"3,03","3,03",274,2,212,0,2,0,1,42
player_1430,ME/MP (D),0 (1),38,14,11,1,0,0,0,0,2,4,2,"6,3 km",-,0,0,0,0,1,-,-,1,0,-,0,0,"0,29","0,29",3,2,1,0,2,0,0,0
player_1431,DL (C),1 (10),370,118,87,4,1,0,"0,1",0,4,16,6,"30,5 km","4,14",0,4,0,0,4,"1,95","17,27",7,4,"0,49",2,0,"0,41","0,41",30,3,16,0,3,0,0,3
player_1432,ME/MP (C),29,2.118,970,845,55,21,4,"2,46",6,32,228,54,"287,8 km","9,94",25,24,0,0,46,"10,75","14,15",26,12,"0,21",1,0,"2,44","2,44",90,13,21,1,13,1,3,26
player_1433,DF (C),19 (2),1.552,978,849,54,3,2,"1,28",0,4,45,17,"190,4 km","5,34",12,0,2,0,33,"18,67","3,77",11,2,"0,23",0,0,"1,98","1,98",125,1,80,1,1,1,1,25
player_1434,POR,31 (1),2.664,731,407,0,3,0,0,0,0,0,0,"164,9 km",0,1,15,1,0,0,"3,45","5,37",0,-,-,0,-,0,0,-,-,-,-,-,-,0,38
player_1435,POR,4 (3),431,136,69,0,0,0,0,0,0,0,0,"23,9 km",0,0,3,0,0,0,"3,55","7,31",0,-,-,0,-,0,0,-,-,-,-,-,-,0,2
player_1436,"ME (I), MP (DIC)",3 (24),676,243,201,16,11,2,"0,16",1,15,94,19,"94,0 km","12,65",3,9,0,0,14,"3,2","15,44",18,13,"1,07",5,0,"1,78","1,78",42,28,6,5,28,5,1,11
player_1437,DF (C),4 (5),485,282,229,12,2,0,"0,06",0,0,7,3,"54,0 km","4,82",4,1,1,0,7,"14,29","3,15",3,2,"0,37",2,0,"0,21","0,21",46,1,39,0,1,0,1,7
player_1438,DF (C),1 (2),155,93,84,7,3,0,"0,04",0,0,11,1,"19,2 km","6,39",0,1,0,0,2,"19,16","4,06",3,1,0,1,0,"0,39","0,39",11,2,8,1,2,1,0,3
player_1439,"CR (D), ME/MP (DI)",23 (2),1.839,805,685,63,26,0,"1,08",4,37,203,58,"257,3 km","12,19",21,28,4,0,37,"12,77","11,99",12,6,"0,1",0,0,"2,05","2,05",71,77,28,23,77,23,6,30
player_1440,DF (IC),32,2.803,1.691,1.502,130,20,0,"0,31",3,9,137,38,"364,9 km","7,93",17,14,6,1,56,"14,71","7,74",6,3,0,2,0,"0,81","0,81",214,21,157,1,21,1,1,37
player_1441,DF (C),31 (1),2.656,1.605,1.456,121,14,4,"1,54",3,9,100,30,"332,3 km","5,52",14,13,1,0,49,"13,86","4,2",14,3,"0,14",1,0,"1,5","1,5",200,12,137,1,12,1,1,21
player_1442,ME (C),37 (2),2.832,1.381,1.181,109,48,8,"9,17",11,27,358,86,"375,7 km","8,96",28,19,3,0,53,"12,52","11,54",18,7,"0,13",0,0,"1,69","1,69",97,26,29,5,26,5,1,43
player_1443,"MC, ME (C)",34 (3),2.027,1.144,1.009,101,28,1,"5,13",7,8,212,70,"280,3 km","9,72",36,14,1,0,29,"12,92","7,02",13,0,"0,13",0,0,"0,88","0,88",99,12,53,2,12,2,0,26
player_1444,POR,36,3.215,783,454,0,0,0,0,0,0,0,0,"199,0 km",0,0,5,0,0,0,"2,58","6,55",0,-,-,0,-,0,0,-,-,-,-,-,-,0,58
player_1445,DF/ME/MP (D),34,2.965,1.489,1.256,150,27,2,"2,07",7,38,209,76,"411,9 km","15,6",47,22,3,0,68,"5,46","18,61",30,2,"0,24",1,0,"3,66","3,66",196,130,102,27,130,27,3,36
player_1446,POR,40,3.600,919,419,0,1,0,0,0,0,0,0,"214,3 km",0,0,10,0,0,0,"2,77","9,3",0,-,-,0,-,0,0,-,-,-,-,-,-,0,44
player_1447,"ME/MP (DI), DL (C)",4 (16),706,244,206,20,7,1,"0,54",2,19,89,19,"93,6 km","11,22",10,14,0,0,12,"3,31","20,91",14,5,"0,64",1,0,"1,28","1,28",28,23,5,1,23,1,3,9
player_1448,"ME/MP (I), DL (C)",32,2.856,1.012,844,56,33,5,"3,81",6,89,385,103,"378,1 km","14,81",40,63,0,0,51,"4,7","14,18",52,22,"0,41",9,0,"6,4","6,4",127,107,17,19,107,19,16,42
player_1449,"DF/CR (DI), ME/MP (D)",31,2.620,1.102,932,107,28,3,"5,71",14,57,312,87,"367,5 km","14,08",39,45,5,0,54,"10,24","12,4",47,12,"0,55",4,1,"6,31","6,31",144,92,56,8,92,8,14,39
player_1450,"MP (C), DL (C)",28,1.808,477,406,21,18,2,"1,28",2,23,135,42,"228,9 km","6,07",19,52,0,0,10,"2,34","14,73",69,32,"1,05",7,2,7,7,253,18,114,4,18,4,14,32
player_1451,POR,3 (2),382,99,84,0,0,0,0,0,0,0,0,"22,3 km",0,0,0,0,0,0,"5,18","6,83",0,-,-,0,-,0,0,-,-,-,-,-,-,0,5
player_1452,POR,22,1.908,439,221,0,2,0,0,0,0,0,0,"110,3 km",0,2,11,2,0,0,"2,31","7,83",0,-,-,0,-,0,0,-,-,-,-,-,-,0,25
player_1453,DF (C),37,3.330,1.978,1.792,136,8,1,"2,27",2,5,126,37,"413,6 km","5,49",36,9,8,0,39,"16,49","2,89",25,5,"0,14",2,0,"2,52","2,52",252,1,156,0,1,0,1,43
player_1454,"MP (D), DL (C)",33 (1),2.911,715,617,26,20,0,"2,43",3,39,205,56,"371,5 km","6,21",44,93,3,1,33,"1,36","16,57",74,38,"0,77",11,3,"9,54","9,54",279,14,51,2,14,2,14,24
player_1455,ME/MP (DI),35 (2),2.771,1.006,838,56,26,3,"3,86",7,91,345,82,"361,5 km","11,5",34,51,1,0,52,"4,12","18,84",76,29,"0,62",9,1,"9,77","9,77",165,159,35,15,99,12,12,39
player_1456,"MC, ME (C)",24 (6),2.048,1.007,890,93,30,1,"1,91",10,25,258,55,"284,9 km","9,27",23,14,2,0,40,"14,46","13,14",30,9,"0,35",4,0,"3,81","3,81",124,17,27,4,17,4,1,37
player_1457,POR,35,2.986,711,417,0,0,0,0,0,0,0,0,"182,7 km",0,0,17,0,0,0,"3,44","6,9",0,-,-,0,-,0,0,-,-,-,-,-,-,0,34
player_1458,POR,37,3.375,845,489,0,0,0,0,0,0,0,0,"184,5 km",0,6,16,6,1,0,"3,15","7,28",0,-,-,0,-,0,0,-,-,-,-,-,-,0,51
player_1459,ME/MP (DI),16 (1),1.164,384,313,42,21,1,"1,56",6,27,168,45,"160,2 km","14,54",18,22,0,0,18,"4,79","14,07",26,7,"0,46",1,1,"2,35","2,35",74,42,25,3,35,2,7,15
player_1460,"MP (DI), DL (C)",30 (4),2.864,781,674,24,24,3,"2,59",4,23,235,53,"364,5 km","6,72",33,50,3,0,22,"1,79","22,81",86,38,"0,88",11,2,"7,87","7,87",316,20,54,2,20,2,11,27
player_1461,"MP (D), DL (C)",12 (10),1.032,278,247,8,5,0,"1,09",2,12,80,17,"138,2 km","7,15",14,26,0,0,8,"1,66","16,57",41,29,"1,05",6,0,"4,59","4,59",114,9,27,1,9,1,5,11
player_1462,DF (DC),13 (7),1.337,695,605,77,13,1,"0,47",0,18,119,32,"184,4 km","13,66",22,13,0,1,39,"13,8","12,18",9,1,"0,07",0,0,"0,82","0,82",78,30,50,4,30,4,0,17
player_1463,"ME (D), MP (DI), DL (C)",30,2.279,846,728,65,41,9,"4,96",8,67,311,77,"304,1 km","13,11",27,41,1,0,55,"5,88","17,02",64,29,"0,67",8,0,"6,77","6,77",112,107,33,12,87,11,6,47
player_1464,ME/MP (DI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1465,DF (D),2 (2),266,137,113,15,3,0,0,0,3,19,5,"33,1 km","14,21",4,6,0,0,5,"13,2","13,2",2,0,0,0,0,"0,36","0,36",20,22,16,5,22,5,0,2
player_1466,DF (C),30,2.617,1.661,1.488,94,3,1,"0,58",5,2,104,40,"317,5 km","4,88",19,9,2,1,51,"14,13","3,47",8,1,"0,03",0,0,"0,92","0,92",178,5,114,0,5,0,1,37
player_1467,DL (C),2 (22),494,118,102,2,1,0,"0,34",2,1,37,9,"67,9 km","7,11",3,9,0,0,3,"0,18","22,59",25,13,"1,28",3,0,"2,91","2,1",54,2,22,1,2,1,2,6
player_1468,POR,1,78,21,11,0,0,0,0,0,0,0,0,"4,2 km",0,2,0,0,1,0,"5,77","5,77",0,-,-,0,-,0,0,-,-,-,-,-,-,0,0
player_1469,DF (DC),34,3.060,1.875,1.615,130,14,1,"2,71",3,6,95,29,"366,1 km","5,06",14,8,3,0,54,"14,68","3,32",23,7,"0,18",2,0,"2,37","2,37",242,5,148,1,5,1,1,42
player_1470,"MP (IC), DL (C)",34,2.105,526,436,21,13,0,"2,14",3,26,158,31,"278,3 km","6,29",21,63,1,0,22,"1,54","17,66",47,25,"0,77",9,1,"4,63","4,63",216,12,35,1,12,1,15,24
player_1471,"MP (DI), DL (C)",2 (18),491,175,152,10,4,0,"0,5",0,10,73,21,"67,4 km","14,11",5,3,0,0,12,"1,28","27,13",8,4,"0,55",1,1,"0,81","0,81",36,20,19,4,20,4,1,4
player_1472,"MC, ME (C)",30 (3),2.124,1.182,1.032,103,33,2,"1,98",4,16,230,58,"295,6 km","9,7",34,25,2,0,32,"10,59","7,84",9,0,"0,08",0,1,"0,9","0,9",89,9,33,0,9,0,0,33
player_1473,DF (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1474,DF (C),2 (4),202,105,90,12,2,0,"0,06",0,2,14,6,"24,9 km","8,91",2,1,1,0,1,"8,91","15,15",1,0,0,0,0,"0,14","0,14",13,3,10,0,3,0,0,5
player_1475,"MC, ME (C)",4 (26),1.030,573,509,50,15,1,"1,34",3,11,119,30,"129,6 km","8,13",18,7,2,0,10,"9,52","10,22",7,2,"0,09",0,0,2,2,52,8,28,1,8,1,0,10
player_1476,DF/CR (D),32 (5),2.781,1.464,1.320,178,31,1,"1,75",6,35,257,70,"378,7 km","13,43",40,35,7,0,59,"14,6","12,65",27,6,"0,19",1,0,"4,25","4,25",142,81,55,8,81,8,4,31
player_1477,DF/CR (D),36,3.222,1.637,1.415,175,37,4,"2,47",4,42,276,84,"440,4 km","15,25",43,41,9,0,76,"11,06","12,26",39,12,"0,42",1,1,"3,5","3,5",212,170,130,32,170,32,2,34
player_1478,DL (C),39 (1),3.001,743,637,17,15,0,"0,62",2,53,224,54,"381,0 km","5,91",45,104,2,0,44,"1,38","17,18",103,53,"0,84",14,3,"11,27","11,27",320,12,57,2,12,2,23,49
player_1479,DF (IC),36,3.033,1.815,1.621,143,13,1,"1,66",6,12,167,55,"369,8 km","6,91",40,15,8,0,66,"17,36","5,93",8,0,"0,12",0,1,"0,63","0,63",197,29,131,2,29,2,2,31
player_1480,"ME (I), MP (DI), DL (C)",22,1.542,534,463,37,22,2,"2,53",0,43,193,53,"212,1 km","12,2",12,26,0,0,31,"3,39","15,06",24,11,"0,47",3,0,"4,41","2,79",75,52,24,4,52,4,5,19
player_1481,MP (C),0 (2),69,36,26,4,3,0,"0,13",0,1,5,1,"6,2 km",-,0,1,0,0,1,-,-,1,0,-,0,0,"0,01","0,01",4,3,2,0,3,0,0,0
player_1482,DF (IC),6 (14),657,376,309,42,1,0,"0,44",1,5,35,9,"83,1 km","7,81",8,4,2,0,5,"13,42","5,62",3,2,"0,27",0,0,"0,35","0,35",60,10,46,0,10,0,1,10
player_1483,ME/MP (C),23 (7),1.978,697,587,31,28,7,"3,51",3,32,191,46,"278,5 km","9,92",17,25,2,0,24,"11,01","18,2",40,18,"0,36",4,2,"4,12","4,12",175,23,50,3,23,3,3,23
player_1484,DL (C),31,2.606,676,596,19,23,3,"1,05",3,35,207,43,"347,5 km","6,7",33,72,0,1,34,"1,62","14,5",84,45,"0,79",9,3,9,9,333,24,57,2,12,1,12,35
player_1485,DF (IC),3 (4),368,183,159,24,4,1,"0,74",1,2,30,11,"44,2 km","10,03",5,2,0,0,9,"11,25","14,18",0,-,0,0,0,0,0,25,17,17,7,17,7,1,8
player_1486,"MP (DI), DL (C)",16 (11),1.654,486,398,15,15,2,"0,58",1,22,139,35,"216,5 km","7,56",21,50,1,0,19,"2,12","23,51",48,29,"0,76",6,1,"6,14","6,14",229,20,87,1,20,1,9,17
player_1487,DF (C),31,2.755,1.848,1.649,104,15,4,"2,26",5,0,102,36,"344,6 km","5,23",20,6,4,1,49,"20,58","2,25",25,3,"0,29",0,0,"2,16","2,16",250,6,151,0,6,0,0,41
player_1488,"ME (I), MP (DIC)",0 (7),118,40,33,3,1,0,"0,32",1,2,16,5,"15,5 km","12,2",1,2,0,0,0,"3,05","9,15",4,1,"0,76",1,0,"0,69","0,69",6,4,1,0,4,0,0,2
player_1489,POR,31,2.707,656,448,0,0,0,0,0,0,0,0,"158,4 km",0,0,10,0,0,0,"4,69","5,39",0,-,-,0,-,0,0,-,-,-,-,-,-,0,38
player_1490,DL (C),4 (11),693,166,126,6,6,0,"0,65",0,0,37,7,"53,3 km","3,77",11,11,0,1,0,"1,56","8,83",24,10,"0,39",3,0,"3,74","3,74",51,6,18,0,6,0,0,8
player_1491,DL (C),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
player_1492,"MP (I), DL (C)",2 (10),329,83,74,1,0,0,"1,29",2,4,21,4,"44,4 km","6,57",5,11,0,0,2,"0,27","30,09",5,2,"0,27",1,0,"0,56","0,56",48,2,17,0,2,0,1,2
player_1493,ME/MP (C),24 (5),2.075,912,793,70,35,3,"2,18",2,20,226,49,"280,6 km","9,2",26,8,4,0,30,"12,67","13,06",30,10,"0,39",3,0,"3,29","3,29",90,19,20,3,19,3,3,27
player_1494,"DF (C), MC",17,1.560,949,811,59,6,0,"0,91",3,1,63,22,"184,4 km","4,1",8,5,2,0,23,"12,63","3,35",12,4,"0,12",1,0,"1,65","1,65",139,4,94,1,4,1,1,20
player_1495,"MC, ME (C)",2 (4),207,110,98,8,1,0,"0,45",2,2,20,7,"30,3 km","10,87",4,0,0,0,2,"10,43","7,83",1,1,0,0,0,"0,14","0,14",10,0,7,0,0,0,0,1
player_1496,"MP (I), DL (C)",0 (4),80,28,27,3,1,0,0,0,1,10,3,"10,4 km","10,12",0,0,0,0,1,"2,25","21,38",3,1,0,0,0,"0,26","0,26",4,3,0,0,3,0,0,0
player_1497,DF/CR (D),6 (8),862,454,400,50,4,1,"0,44",2,11,83,24,"114,1 km","15,24",18,10,3,0,25,"14,2","11,38",6,0,"0,21",0,0,"0,39","0,39",55,30,27,10,30,10,0,15
player_1498,"MP (DIC), DL (C)",36,2.979,993,836,70,41,5,"3,45",7,36,278,79,"419,7 km","10,51",24,36,2,1,42,"9,64","17,37",49,15,"0,48",5,1,"6,54","6,54",192,105,33,12,28,1,8,34
player_1499,DF (C),13,1.017,619,522,24,3,0,"0,1",0,2,61,20,"126,2 km","6,46",5,4,0,1,10,"17,08","5,13",6,2,"0,18",0,0,"0,69","0,69",95,3,76,0,3,0,0,13
player_1500,DL (C),36 (1),3.085,779,669,35,27,2,"2,71",5,27,250,59,"390,6 km","6,71",34,76,6,0,30,"1,87","18,7",98,47,"0,99",11,1,"9,6","9,6",333,17,67,1,17,1,13,36
player_1501,"DF (C), MC",0 (1),11,6,5,1,0,0,0,0,0,1,0,"1,8 km",-,0,0,0,0,0,-,-,0,-,-,0,0,0,0,0,0,-,0,0,0,0,0
player_1502,DF (IC),5 (7),749,282,247,14,4,1,"0,34",0,2,21,6,"51,8 km","3,72",13,2,2,0,12,"8,65","2,4",0,-,0,0,0,0,0,29,4,11,0,4,0,0,5
player_1503,DF/CR/ME/MP (I),8 (26),1.406,620,512,63,22,0,"2,41",2,30,147,35,"198,1 km","11,52",19,17,0,0,30,"4,86","18,05",23,11,"0,51",2,0,"1,82","1,82",76,51,25,4,51,4,3,15
player_1504,POR,36,3.064,768,460,0,0,0,0,0,0,0,0,"174,2 km",0,1,17,1,0,0,"2,82","8,49",0,-,-,0,-,0,0,-,-,-,-,-,-,0,33
player_1505,DL (C),8 (17),1.416,405,352,15,7,0,"0,99",2,19,91,20,"184,8 km","7,12",19,46,5,1,17,"1,27","17,42",40,16,"0,89",5,1,"4,33","4,33",180,16,57,4,16,4,9,13
player_1506,"ME (D), MP (DI), DL (C)",19,1.455,588,508,43,32,2,"1,76",2,41,161,41,"201,8 km","11,94",19,34,0,0,19,"5,01","17,94",26,7,"0,62",4,2,"2,51","2,51",97,180,11,28,58,10,6,24
player_1507,"MC, ME (C)",15,1.326,738,663,64,20,2,"2,12",4,8,140,36,"189,8 km","10,52",11,12,2,0,20,"11,95","7,53",14,6,"0,27",0,0,"1,64","1,64",57,4,35,1,4,1,0,20
player_1508,"ME (IC), MP (DIC)",38 (1),2.989,1.053,879,64,56,4,"7,33",8,38,321,89,"426,0 km","11,77",43,26,7,0,43,"13,07","16,14",56,22,"0,63",5,1,"4,85","4,85",159,136,24,13,37,2,6,44
player_1509,POR,32,2.805,692,412,0,6,0,0,0,0,0,0,"155,5 km",0,1,15,1,0,0,"4,04","6,83",0,-,-,0,-,0,0,-,-,-,-,-,-,0,39
player_1510,DF (C),1 (2),104,59,54,2,0,0,"0,13",0,0,5,0,"13,4 km","4,33",0,0,0,0,4,"13,85","0,87",2,0,"0,87",0,0,"0,33","0,33",9,0,7,0,0,0,0,2
player_1511,DF/CR/ME/MP (I),32,2.867,1.479,1.294,194,20,3,"1,8",8,48,271,69,"394,3 km","14,31",27,39,7,0,102,"9,2","16,32",6,0,"0,06",0,0,"0,72","0,72",135,82,69,13,82,13,1,41
player_1512,DL (C),27,2.070,508,436,15,15,1,"1,96",2,36,148,31,"260,1 km","5,22",28,64,0,0,22,"1,57","21,96",56,26,1,9,3,"5,89","5,89",229,11,82,0,11,0,15,19
player_1513,"ME/MP (DI), DL (C)",2 (21),562,185,157,13,3,0,"1,16",1,12,68,16,"74,9 km","12,17",8,7,0,0,12,"1,6","24,82",10,3,"0,16",0,0,"1,52","1,52",29,23,5,1,23,1,2,5
player_1514,POR,32,2.850,695,397,0,15,0,0,0,0,0,0,"173,1 km",0,0,9,0,0,0,"5,49","7,48",0,-,-,0,-,0,0,-,-,-,-,-,-,0,36
player_1515,"DF (DC), CR (D)",33 (2),2.464,1.352,1.226,127,21,1,"1,13",2,16,187,55,"316,7 km","10,41",37,24,5,1,52,13,"10,04",16,6,"0,11",0,0,2,2,177,45,109,7,45,7,5,22
player_1516,"DF (C), MC",0 (2),80,61,56,4,2,0,0,0,0,4,2,"11,4 km","7,88",0,0,0,0,1,"6,75","7,88",0,-,0,0,0,0,0,6,0,5,0,0,0,0,1
player_1517,"DF (IC), CR (I)",0 (5),139,69,62,9,0,0,"0,14",0,2,14,2,"20,2 km","11,65",2,2,0,0,4,"4,53","18,78",0,-,0,0,0,0,0,8,3,6,0,3,0,0,0
player_1518,DF (C),37,3.103,2.005,1.698,129,5,1,"1,41",4,5,127,45,"388,3 km","5,74",39,9,4,0,38,"15,26","3,36",16,2,"0,2",0,0,"1,35","1,35",279,7,209,0,7,0,2,42
player_1519,DF/ME/MP (I),9 (15),1.173,415,348,26,22,1,"0,13",3,30,140,44,"164,3 km","11,89",15,26,0,0,18,"3,38","18,64",23,7,"0,54",1,0,"2,8","2,8",79,63,20,3,56,2,4,15
player_1520,"ME (D), MP (DI), DL (C)",29 (4),2.430,896,727,64,27,3,"4,7",4,75,323,69,"338,7 km","14,15",27,31,0,0,54,"5,85","15,44",42,17,"0,7",3,4,"5,2","4,39",161,82,53,9,82,9,6,27
player_1521,POR,1,90,28,12,0,0,0,0,0,0,0,0,"5,5 km",0,0,1,0,0,0,6,6,0,-,-,0,-,0,0,-,-,-,-,-,-,0,2
player_1522,"ME/MP (D), DL (C)",19 (14),2.129,520,463,17,14,0,"0,32",1,27,126,36,"258,3 km","4,95",34,53,2,0,20,"1,18","19,23",47,22,"0,63",11,0,"7,08","6,27",241,30,38,7,30,7,10,29
player_1523,"ME (I), MP (DI)",2 (1),127,45,37,2,1,0,"0,21",0,4,17,2,"19,3 km","14,88",1,1,0,0,4,"3,54","16,3",1,0,"0,71",0,0,0,0,8,4,4,1,4,1,0,2
player_1524,"MC, ME (C)",6 (3),459,248,210,19,7,2,"2,5",7,1,46,13,"55,4 km","8,43",0,2,0,0,9,"13,73","5,88",5,1,"0,2",0,0,"0,82","0,82",16,2,11,0,2,0,0,9
player_1525,ME/MP (DI),33 (3),2.639,971,813,72,36,8,"3,08",10,69,337,86,"362,9 km","12,24",23,40,0,0,63,"4,23","18,04",47,24,"0,51",6,1,"5,3","5,3",163,77,34,6,77,6,2,37
player_1526,"DF (C), MC",20 (7),1.969,1.234,1.032,81,33,2,"1,56",0,2,95,29,"246,3 km","5,8",22,13,3,1,27,"16,59","3,25",22,3,"0,27",0,1,"2,13","2,13",218,8,165,1,8,1,0,30
player_1527,"ME (I), MP (DIC)",39 (1),3.041,1.041,864,90,65,6,"4,3",6,111,363,117,"400,7 km","10,57",33,39,0,0,54,"4,97","19,12",42,19,"0,41",5,0,"7,49","5,87",214,239,54,38,129,22,12,42
player_1528,DF (C),27 (1),2.251,1.400,1.209,112,10,4,"1,56",4,3,83,27,"278,1 km","5,24",18,14,1,1,47,"18,31","3,48",12,1,"0,16",0,0,"1,35","1,35",160,6,118,2,6,2,2,26
