Nombre,Club,Posición,Altura,Peso,Edad,Pierna buena,Personalidad,Conocimientos,Felicidad general,Media,Nac,RM,Estilo
player_1341,A. Bilbao,"MP (DIC), DL (C)",184 cm,73 kg,19.0,Derecha,nan,---,nan,-,ESP,Buena-,Lider
player_1342,Numantia,DF/CR/ME (I),175 cm,70 kg,33.0,Solo izquierda,nan,---,nan,6.75,ESP,Buena-,Inteligente
player_1343,Antequera,"MC, ME (C)",176 cm,71 kg,24.0,Derecha,nan,---,nan,6.65,ARG,Buena-,Tecnico
player_1344,Huelva,DF/CR (I),183 cm,73 kg,31.0,Izquierda,nan,---,nan,6.87,ESP,Buena-,Lider
player_1345,Badajoz,DF (C),190 cm,85 kg,27.0,Derecha,nan,---,nan,07.05,ESP,Buena-,Fisico
player_1346,Sanse,"ME (I), MP (IC)",178 cm,68 kg,24.0,Derecha,nan,---,nan,6.40,VEN,Buena-,Lider
player_1347,R. Madrid B,DF (C),184 cm,74 kg,19.0,Solo derecha,nan,---,nan,07.01,ESP,Buena-,Inteligente
player_1348,A. Baleares,ME/MP (DI),180 cm,70 kg,27.0,Solo izquierda,nan,---,nan,7.26,ESP,Buena-,Tecnico
player_1349,Ceuta,"MC, ME (C)",178 cm,66 kg,25.0,Derecha,nan,---,nan,6.89,ESP,Buena-,Fisico
player_1350,Linense,"MC, ME (C)",169 cm,66 kg,28.0,Izquierda,nan,---,nan,6.83,ESP,Buena-,Inteligente
player_1351,A. Baleares,DF (DIC),186 cm,85 kg,23.0,Derecha,nan,---,nan,07.02,GHA,Buena-,Inteligente
player_1352,Lugo,DF (C),185 cm,86 kg,31.0,Solo izquierda,nan,---,nan,6.70,ESP,Buena-,Inteligente
player_1353,C.D. Estepona,DF (IC),193 cm,79 kg,27.0,Izquierda,nan,---,nan,6.76,URU,Buena-,Fisico
player_1354,Villarreal B,"DF (C), MC",189 cm,81 kg,21.0,Solo derecha,nan,---,nan,6.59,ESP,Buena-,Inteligente
player_1355,A. Baleares,DF/CR (I),170 cm,69 kg,28.0,Solo izquierda,nan,---,nan,6.87,ARG,Buena-,Fisico
player_1356,U. Murcia,DL (C),188 cm,76 kg,25.0,Derecha,nan,---,nan,6.94,ESP,Buena-,Inteligente
player_1357,Cornella,"MP (D), DL (C)",180 cm,71 kg,23.0,Izquierda,nan,---,nan,6.89,GNB,Buena-,Fisico
player_1358,Ceuta,"ME (IC), MP (DIC)",170 cm,73 kg,31.0,Derecha,nan,---,nan,6.67,ESP,Buena-,Tecnico
player_1359,Leonesa,DF (C),187 cm,79 kg,32.0,Derecha,nan,---,nan,6.78,ESP,Buena-,Fisico
player_1360,Alcorcon,POR,187 cm,78 kg,27.0,Derecha,nan,---,nan,6.45,BRA,Buena-,Guardameta
player_1361,San Fernando,DF/CR (I),181 cm,74 kg,31.0,Solo izquierda,nan,---,nan,6.30,ESP,Buena-,Fisico
player_1362,Linares,"MC, ME (C)",178 cm,64 kg,33.0,Derecha,nan,---,nan,6.88,ESP,Buena-,Inteligente
player_1363,A. Sagunto,"MC, ME (C)",180 cm,76 kg,31.0,Solo derecha,nan,---,nan,6.90,SEN,Buena-,Fisico
player_1364,Merida,ME/MP (C),178 cm,67 kg,29.0,Derecha,nan,---,nan,6.94,ESP,Buena-,Tecnico
player_1365,Badalona Fut,"MC, ME (C)",183 cm,77 kg,28.0,Derecha,nan,---,nan,07.05,ESP,Buena-,Lider
player_1366,Elche,"DF (C), MC, ME (C)",185 cm,67 kg,23.0,Derecha,nan,---,nan,6.69,ESP,Buena-,Inteligente
player_1367,Fuenlabrada,DF (C),192 cm,82 kg,23.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Inteligente
player_1368,Cadiz B,"MC, ME (C)",178 cm,81 kg,26.0,Derecha,nan,---,nan,6.94,MLI,Buena-,Fisico
player_1369,Barcelona B,DF/CR (I),180 cm,70 kg,19.0,Izquierda,nan,---,nan,6.88,ESP,Buena-,Fisico
player_1370,Badajoz,ME/MP (C),177 cm,76 kg,28.0,Derecha,nan,---,nan,6.96,ITA,Buena-,Creativo
player_1371,Granada B,DF (IC),182 cm,74 kg,24.0,Izquierda,nan,---,nan,6.69,GHA,Buena-,Inteligente
player_1372,Coruna,MP (D),169 cm,60 kg,19.0,Derecha,nan,---,nan,-,VEN,Buena-,Tecnico
player_1373,Numantia,ME/MP (I),178 cm,68 kg,27.0,Izquierda,nan,---,nan,6.90,ESP,Buena-,Fisico
player_1374,Valencia,ME/MP (DI),180 cm,71 kg,21.0,Derecha,nan,---,nan,6.70,ESP,Buena-,Creativo
player_1375,Tudelano,DF (C),192 cm,86 kg,31.0,Derecha,nan,---,nan,-,ESP,Buena-,Lider
player_1376,Barcelona B,DL (C),187 cm,80 kg,18.0,Derecha,nan,---,nan,6.79,ESP,Buena-,Fisico
player_1377,Intercity,ME (C),186 cm,80 kg,27.0,Derecha,nan,---,nan,6.82,ESP,Buena-,Tecnico
player_1378,Logrones,"MP (D), DL (C)",175 cm,68 kg,31.0,Derecha,nan,---,nan,6.97,ESP,Buena-,Inteligente
player_1379,Intercity,"ME (D), MP (DI), DL (C)",185 cm,78 kg,29.0,Solo derecha,nan,---,nan,6.84,ESP,Buena-,Fisico
player_1380,Real Hispalis,ME/MP (C),173 cm,63 kg,18.0,Derecha,nan,---,nan,-,ESP,Buena-,Lider
player_1381,Ponferrada,DF/CR (I),187 cm,73 kg,28.0,Izquierda,nan,---,nan,6.84,ESP,Buena-,Fisico
player_1382,G. Torrelavega,"MC, ME/MP (C)",184 cm,75 kg,35.0,Izquierda,nan,---,nan,6.94,ESP,Buena-,Tecnico
player_1383,S.D. Logrones,MC,185 cm,74 kg,36.0,Derecha,nan,---,nan,6.54,ESP,Buena-,Lider
player_1384,Valencia B,DL (C),186 cm,77 kg,19.0,Derecha,nan,---,nan,7.15,USA,Buena-,Tecnico
player_1385,Real Hispalis B,"MC, ME (C)",168 cm,70 kg,20.0,Derecha,nan,---,nan,07.06,GHA,Buena-,Fisico
player_1386,Orihuela,"DF (C), MC, ME (C)",184 cm,76 kg,22.0,Derecha,nan,---,nan,6.89,ETH,Buena-,Lider
player_1387,Algeciras,"MC, ME (C)",177 cm,72 kg,28.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Tecnico
player_1388,Numantia,"ME (C), MP (DC)",187 cm,75 kg,33.0,Derecha,nan,---,nan,6.97,ESP,Buena-,Creativo
player_1389,Fuenlabrada,"DF (C), MC, ME (C)",184 cm,77 kg,24.0,Derecha,nan,---,nan,6.83,ESP,Buena-,Tecnico
player_1390,Sabadell,"DF/CR/ME (D), MP (DC)",175 cm,66 kg,22.0,Derecha,nan,---,nan,6.93,ESP,Buena-,Fisico
player_1391,Villarreal B,MP (C),178 cm,69 kg,21.0,Derecha,nan,---,nan,6.55,ARG,Buena-,Inteligente
player_1392,Malaga,DF/CR/ME (I),180 cm,75 kg,30.0,Solo izquierda,nan,---,nan,6.79,ESP,Buena-,Tecnico
player_1393,Unionistas,"DF (C), MC, ME (C)",179 cm,71 kg,31.0,Derecha,nan,---,nan,6.88,ESP,Buena-,Fisico
player_1394,Cordoba,DF (IC),186 cm,80 kg,26.0,Solo izquierda,nan,---,nan,7.15,SRB,Buena-,Inteligente
player_1395,Aguilas,DF/CR (D),183 cm,74 kg,27.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Inteligente
player_1396,R. Madrid B,ME/MP (C),180 cm,74 kg,21.0,Derecha,nan,---,nan,6.42,ESP,Buena-,Lider
player_1397,R. Majadahonda,DL (C),179 cm,73 kg,26.0,Solo derecha,nan,---,nan,6.91,ESP,Buena-,Tecnico
player_1398,Lugo,"MC, ME (C)",178 cm,69 kg,23.0,Derecha,nan,---,nan,6.69,ESP,Buena-,Creativo
player_1399,Intercity,MP (D),180 cm,71 kg,26.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Tecnico
player_1400,Unionistas,DF/CR (I),178 cm,70 kg,27.0,Izquierda,nan,---,nan,6.67,ESP,Buena-,Tecnico
player_1401,Malaga,"MC, ME/MP (C)",183 cm,77 kg,28.0,Derecha,nan,---,nan,-,ESP,Buena-,Fisico
player_1402,Atletico Paso,DL (C),182 cm,77 kg,21.0,Derecha,nan,---,nan,6.65,SEN,Buena-,Inteligente
player_1403,Valladolid,"DF (C), MC, ME (C)",186 cm,74 kg,22.0,Derecha,nan,---,nan,6.72,ESP,Buena-,Tecnico
player_1404,Badajoz,DF (D),178 cm,71 kg,31.0,Derecha,nan,---,nan,6.86,ESP,Buena-,Tecnico
player_1405,Badajoz,DF (C),181 cm,76 kg,27.0,Izquierda,nan,---,nan,6.93,ESP,Buena-,Tecnico
player_1406,Coruna,"MC, ME (DIC), MP (C)",177 cm,75 kg,27.0,Derecha,nan,---,nan,6.63,ESP,Buena-,Creativo
player_1407,San Fernando,DF (C),189 cm,85 kg,28.0,Solo derecha,nan,---,nan,6.69,ESP,Buena-,Lider
player_1408,Huelva,DF/CR/ME (D),174 cm,64 kg,36.0,Derecha,nan,---,nan,6.93,ESP,Buena-,Inteligente
player_1409,Lugo,"DF (C), MC",186 cm,79 kg,29.0,Solo derecha,nan,---,nan,6.81,ESP,Buena-,Inteligente
player_1410,Leonesa,DF (DC),181 cm,79 kg,27.0,Derecha,nan,---,nan,6.68,ESP,Buena-,Inteligente
player_1411,Zaragoza,DF/CR/ME/MP (D),181 cm,86 kg,21.0,Solo derecha,nan,---,nan,-,CUB,Buena-,Fisico
player_1412,Terrassa,DF/CR/ME (I),181 cm,74 kg,30.0,Solo izquierda,nan,---,nan,6.62,USA,Buena-,Tecnico
player_1413,Numantia,POR,180 cm,69 kg,39.0,Solo derecha,nan,---,nan,6.74,ESP,Buena-,Distribuidor
player_1414,Vigo B,ME/MP (C),173 cm,68 kg,22.0,Solo izquierda,nan,---,nan,6.84,ESP,Buena-,Inteligente
player_1415,Cornella,"DF (C), MC, ME (C)",185 cm,72 kg,27.0,Derecha,nan,---,nan,6.78,ESP,Buena-,Tecnico
player_1416,Segoviana,"DF (C), MC, ME (C)",184 cm,78 kg,27.0,Derecha,nan,---,nan,6.68,ESP,Buena-,Fisico
player_1417,Leonesa,"ME (C), MP (DIC), DL (C)",173 cm,70 kg,26.0,Derecha,nan,---,nan,6.85,ESP,Buena-,Fisico
player_1418,Barakaldo,ME (C),175 cm,68 kg,25.0,Derecha,nan,---,nan,6.89,ESP,Buena-,Inteligente
player_1419,Aguilas,DF/CR (I),185 cm,74 kg,35.0,Izquierda,nan,---,nan,07.01,ESP,Buena-,Inteligente
player_1420,A. Sagunto,POR,185 cm,78 kg,36.0,Derecha,nan,---,nan,6.58,ESP,Buena-,Con autoridad
player_1421,Coruna,"ME/MP (I), DL (C)",187 cm,78 kg,25.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Fisico
player_1422,Huelva,DL (C),191 cm,82 kg,37.0,Izquierda,nan,---,nan,6.72,ARG,Buena-,Inteligente
player_1423,Atletico Paso,MP (IC),167 cm,62 kg,33.0,Derecha,nan,---,nan,6.94,ESP,Buena-,Inteligente
player_1424,Tudelano,POR,184 cm,69 kg,39.0,Solo derecha,nan,---,nan,6.92,ESP,Buena-,Distribuidor
player_1425,Alcorcon,ME/MP (DIC),178 cm,70 kg,29.0,Izquierda,nan,---,nan,6.80,ESP,Buena-,Creativo
player_1426,Amorebieta,DF (C),186 cm,80 kg,23.0,Derecha,nan,---,nan,6.46,ESP,Buena-,Fisico
player_1427,Melilla,ME/MP (IC),183 cm,70 kg,28.0,Izquierda,nan,---,nan,6.84,ESP,Buena-,Tecnico
player_1428,Alcoyano,"DF (C), MC",185 cm,77 kg,33.0,Solo derecha,nan,---,nan,6.70,ESP,Buena-,Tecnico
player_1429,Sabadell,DF (DC),181 cm,76 kg,30.0,Derecha,nan,---,nan,6.77,ESP,Buena-,Fisico
player_1430,Huesca,ME/MP (D),180 cm,70 kg,23.0,Derecha,nan,---,nan,6.40,ESP,Buena-,Tecnico
player_1431,Cadiz B,DL (C),184 cm,76 kg,21.0,Derecha,nan,---,nan,6.67,HAI,Buena-,Fisico
player_1432,Fuenlabrada,ME/MP (C),181 cm,75 kg,26.0,Derecha,nan,---,nan,7.00,ESP,Buena-,Fisico
player_1433,Ibiza,DF (C),186 cm,81 kg,22.0,Solo derecha,nan,---,nan,6.69,ESP,Buena-,Inteligente
player_1434,A. Bilbao B,POR,190 cm,81 kg,20.0,Derecha,nan,---,nan,6.89,ESP,Buena-,Con autoridad
player_1435,Algeciras,POR,187 cm,79 kg,27.0,Derecha,nan,---,nan,7.28,ESP,Buena-,Guardameta
player_1436,Coruna,"ME (I), MP (DIC)",175 cm,68 kg,21.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Tecnico
player_1437,Pontevedra,DF (C),181 cm,74 kg,24.0,Solo derecha,nan,---,nan,6.67,ARG,Buena-,Inteligente
player_1438,Eldense,DF (C),188 cm,81 kg,30.0,Derecha,nan,---,nan,7.55,ESP,Buena-,Inteligente
player_1439,Sevilla B,"CR (D), ME/MP (DI)",175 cm,63 kg,23.0,Derecha,nan,---,nan,6.62,ESP,Buena-,Tecnico
player_1440,Ceuta,DF (IC),187 cm,73 kg,28.0,Solo izquierda,nan,---,nan,6.87,ITA,Buena-,Fisico
player_1441,Alcoyano,DF (C),186 cm,74 kg,28.0,Derecha,nan,---,nan,6.82,ESP,Buena-,Fisico
player_1442,Real Irun,ME (C),184 cm,76 kg,21.0,Derecha,nan,---,nan,6.87,ESP,Buena-,Inteligente
player_1443,Sabadell,"MC, ME (C)",181 cm,74 kg,35.0,Derecha,nan,---,nan,6.76,ESP,Buena-,Lider
player_1444,Badajoz,POR,183 cm,74 kg,33.0,Solo derecha,nan,---,nan,07.05,ESP,Buena-,Distribuidor
player_1445,Penya Independent,DF/ME/MP (D),177 cm,66 kg,23.0,Derecha,nan,---,nan,6.55,DOM,Buena-,Fisico
player_1446,Intercity,POR,181 cm,74 kg,42.0,Derecha,nan,---,nan,6.72,ESP,Buena-,Distribuidor
player_1447,Ibiza,"ME/MP (DI), DL (C)",174 cm,65 kg,22.0,Derecha,nan,---,nan,6.74,GAM,Buena-,Tecnico
player_1448,Linense,"ME/MP (I), DL (C)",173 cm,67 kg,32.0,Izquierda,nan,---,nan,7.29,ESP,Buena-,Tecnico
player_1449,Calahorra,"DF/CR (DI), ME/MP (D)",177 cm,70 kg,32.0,Derecha,nan,---,nan,07.01,ESP,Buena-,Inteligente
player_1450,Lleida,"MP (C), DL (C)",191 cm,75 kg,27.0,Derecha,nan,---,nan,6.92,ESP,Buena-,Creativo
player_1451,Fuenlabrada,POR,185 cm,76 kg,27.0,Derecha,nan,---,nan,6.90,ESP,Buena-,Guardameta
player_1452,Sanluqueno,POR,194 cm,84 kg,27.0,Derecha,nan,---,nan,6.45,ESP,Buena-,Con autoridad
player_1453,Tarragona,DF (C),178 cm,74 kg,31.0,Derecha,nan,---,nan,6.74,ESP,Buena-,Inteligente
player_1454,Alcoyano,"MP (D), DL (C)",175 cm,64 kg,28.0,Derecha,nan,---,nan,6.64,ESP,Buena-,Tecnico
player_1455,Algeciras,ME/MP (DI),172 cm,67 kg,27.0,Derecha,nan,---,nan,7.16,ESP,Buena-,Creativo
player_1456,Aviles,"MC, ME (C)",183 cm,70 kg,23.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Inteligente
player_1457,S.D. Logrones,POR,188 cm,74 kg,25.0,Solo izquierda,nan,---,nan,6.75,ESP,Buena-,Guardameta
player_1458,Real Irun,POR,183 cm,75 kg,38.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Con autoridad
player_1459,A. Baleares,ME/MP (DI),178 cm,72 kg,30.0,Izquierda,nan,---,nan,6.92,ESP,Buena-,Tecnico
player_1460,Torrent,"MP (DI), DL (C)",176 cm,76 kg,30.0,Derecha,nan,---,nan,6.69,ARG,Buena-,Fisico
player_1461,Vigo B,"MP (D), DL (C)",186 cm,78 kg,22.0,Izquierda,nan,---,nan,6.75,ESP,Buena-,Tecnico
player_1462,Ibiza,DF (DC),182 cm,77 kg,22.0,Solo derecha,nan,---,nan,6.76,ESP,Buena-,Inteligente
player_1463,H. Alicante,"ME (D), MP (DI), DL (C)",175 cm,71 kg,23.0,Derecha,nan,---,nan,7.34,ESP,Buena-,Creativo
player_1464,A. Bilbao,ME/MP (DI),181 cm,70 kg,18.0,Izquierda,nan,---,nan,-,ESP,Buena-,Fisico
player_1465,Real Irun,DF (D),183 cm,77 kg,21.0,Solo derecha,nan,---,nan,6.80,ESP,Buena-,Fisico
player_1466,Real Irun,DF (C),184 cm,76 kg,23.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Inteligente
player_1467,Cordoba,DL (C),187 cm,78 kg,27.0,Derecha,nan,---,nan,6.72,ESP,Buena-,Lider
player_1468,Fuenlabrada,POR,197 cm,78 kg,28.0,Solo derecha,nan,---,nan,6.30,BEL,Buena-,Guardameta
player_1469,Valencia B,DF (DC),182 cm,62 kg,21.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Inteligente
player_1470,Numantia,"MP (IC), DL (C)",180 cm,75 kg,30.0,Izquierda,nan,---,nan,6.69,ESP,Buena-,Fisico
player_1471,Atletico Pamplona,"MP (DI), DL (C)",182 cm,80 kg,22.0,Derecha,nan,---,nan,6.64,SWE,Buena-,Fisico
player_1472,Sanluqueno,"MC, ME (C)",178 cm,71 kg,36.0,Derecha,nan,---,nan,6.66,ESP,Buena-,Inteligente
player_1473,Villanovense,DF (C),191 cm,83 kg,37.0,Derecha,nan,---,nan,-,ESP,Buena-,Lider
player_1474,Atletico Pamplona,DF (C),184 cm,78 kg,22.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Fisico
player_1475,Torrent,"MC, ME (C)",178 cm,72 kg,35.0,Solo derecha,nan,---,nan,6.72,ESP,Buena-,Lider
player_1476,Teruel,DF/CR (D),178 cm,74 kg,25.0,Derecha,nan,---,nan,6.76,ESP,Buena-,Tecnico
player_1477,Murcia,DF/CR (D),177 cm,73 kg,34.0,Solo derecha,nan,---,nan,6.95,ESP,Buena-,Lider
player_1478,Real Irun,DL (C),185 cm,75 kg,25.0,Derecha,nan,---,nan,6.77,ESP,Buena-,Inteligente
player_1479,S.D. Logrones,DF (IC),180 cm,74 kg,25.0,Izquierda,nan,---,nan,6.79,ESP,Buena-,Tecnico
player_1480,Sestao,"ME (I), MP (DI), DL (C)",179 cm,69 kg,29.0,Derecha,nan,---,nan,6.91,ESP,Buena-,Fisico
player_1481,Lugo,MP (C),168 cm,59 kg,21.0,Solo derecha,nan,---,nan,6.30,FRA,Buena-,Inteligente
player_1482,Cornella,DF (IC),186 cm,75 kg,31.0,Solo izquierda,nan,---,nan,6.46,ESP,Buena-,Fisico
player_1483,S.D. Logrones,ME/MP (C),178 cm,69 kg,28.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Creativo
player_1484,Fuenlabrada,DL (C),174 cm,73 kg,25.0,Derecha,nan,---,nan,6.76,ESP,Buena-,Inteligente
player_1485,Cordoba,DF (IC),180 cm,69 kg,29.0,Solo izquierda,nan,---,nan,6.88,ESP,Buena-,Tecnico
player_1486,Barbastro,"MP (DI), DL (C)",181 cm,72 kg,25.0,Solo derecha,nan,---,nan,6.68,MLI,Buena-,Fisico
player_1487,Calahorra,DF (C),179 cm,77 kg,34.0,Derecha,nan,---,nan,6.93,ESP,Buena-,Inteligente
player_1488,Cordoba,"ME (I), MP (DIC)",173 cm,60 kg,19.0,Derecha,nan,---,nan,6.83,ESP,Buena-,Tecnico
player_1489,Pontevedra,POR,181 cm,80 kg,32.0,Derecha,nan,---,nan,6.76,ESP,Buena-,Con autoridad
player_1490,U. Murcia,DL (C),188 cm,75 kg,35.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Lider
player_1491,Valladolid,DL (C),177 cm,68 kg,21.0,Derecha,nan,---,nan,-,ESP,Buena-,Tecnico
player_1492,Alcoyano,"MP (I), DL (C)",179 cm,69 kg,20.0,Derecha,nan,---,nan,6.39,ESP,Buena-,Fisico
player_1493,A. Madrid B,ME/MP (C),183 cm,77 kg,20.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Tecnico
player_1494,A. Baleares,"DF (C), MC",190 cm,82 kg,31.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Tecnico
player_1495,Amorebieta,"MC, ME (C)",187 cm,74 kg,33.0,Solo derecha,nan,---,nan,6.20,ESP,Buena-,Inteligente
player_1496,Eldense,"MP (I), DL (C)",172 cm,66 kg,23.0,Izquierda,nan,---,nan,6.65,ESP,Buena-,Fisico
player_1497,Badajoz,DF/CR (D),176 cm,69 kg,37.0,Derecha,nan,---,nan,6.75,ESP,Buena-,Inteligente
player_1498,Melilla,"MP (DIC), DL (C)",180 cm,76 kg,25.0,Derecha,nan,---,nan,6.82,ESP,Buena-,Fisico
player_1499,Alaves B,DF (C),195 cm,90 kg,21.0,Derecha,nan,---,nan,6.52,CHI,Buena-,Fisico
player_1500,Linares,DL (C),176 cm,69 kg,36.0,Izquierda,nan,---,nan,6.73,ESP,Buena-,Tecnico
player_1501,Algeciras,"DF (C), MC",185 cm,72 kg,20.0,Derecha,nan,---,nan,-,COL,Buena-,Fisico
player_1502,Marbella,DF (IC),175 cm,72 kg,20.0,Solo izquierda,nan,---,nan,6.81,ESP,Buena-,Tecnico
player_1503,Ibiza,DF/CR/ME/MP (I),175 cm,71 kg,22.0,Izquierda,nan,---,nan,6.82,ESP,Buena-,Tecnico
player_1504,Huelva,POR,182 cm,74 kg,31.0,Solo derecha,nan,---,nan,6.55,ESP,Buena-,Guardameta
player_1505,Alaves B,DL (C),187 cm,79 kg,21.0,Derecha,nan,---,nan,6.68,BRA,Buena-,Inteligente
player_1506,Tarazona,"ME (D), MP (DI), DL (C)",173 cm,61 kg,23.0,Solo derecha,nan,---,nan,07.05,FRA,Buena-,Tecnico
player_1507,Valencia B,"MC, ME (C)",183 cm,71 kg,23.0,Derecha,nan,---,nan,07.05,ESP,Buena-,Lider
player_1508,Tarazona,"ME (IC), MP (DIC)",170 cm,60 kg,29.0,Solo izquierda,nan,---,nan,6.82,ESP,Buena-,Tecnico
player_1509,Utebo,POR,185 cm,77 kg,26.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Distribuidor
player_1510,Eldense,DF (C),185 cm,80 kg,23.0,Derecha,nan,---,nan,6.90,FRA,Buena-,Tecnico
player_1511,Ceuta,DF/CR/ME/MP (I),178 cm,72 kg,26.0,Izquierda,nan,---,nan,6.83,ESP,Buena-,Tecnico
player_1512,Marino,DL (C),180 cm,75 kg,20.0,Izquierda,nan,---,nan,6.77,ESP,Buena-,Fisico
player_1513,Zaragoza,"ME/MP (DI), DL (C)",180 cm,73 kg,21.0,Derecha,nan,---,nan,6.58,ESP,Buena-,Fisico
player_1514,Terrassa,POR,178 cm,78 kg,39.0,Solo izquierda,nan,---,nan,6.65,ESP,Buena-,Distribuidor
player_1515,S.D. Logrones,"DF (DC), CR (D)",180 cm,71 kg,24.0,Derecha,nan,---,nan,6.81,ESP,Buena-,Inteligente
player_1516,R. Santander,"DF (C), MC",185 cm,78 kg,24.0,Solo derecha,nan,---,nan,6.80,ESP,Buena-,Lider
player_1517,Ferrol,"DF (IC), CR (I)",192 cm,86 kg,28.0,Solo izquierda,nan,---,nan,6.50,ESP,Buena-,Fisico
player_1518,Unionistas,DF (C),187 cm,78 kg,33.0,Derecha,nan,---,nan,6.84,ESP,Buena-,Lider
player_1519,Cadiz B,DF/ME/MP (I),178 cm,73 kg,21.0,Solo izquierda,nan,---,nan,6.64,ZAM,Buena-,Fisico
player_1520,Melilla,"ME (D), MP (DI), DL (C)",179 cm,79 kg,26.0,Derecha,nan,---,nan,6.98,MAR,Buena-,Creativo
player_1521,Barcelona B,POR,188 cm,79 kg,18.0,Derecha,nan,---,nan,7.70,USA,Buena-,Guardameta
player_1522,Arandina,"ME/MP (D), DL (C)",180 cm,74 kg,27.0,Derecha,nan,---,nan,6.73,CPV,Buena-,Inteligente
player_1523,Getafe,"ME (I), MP (DI)",175 cm,62 kg,23.0,Izquierda,nan,---,nan,6.85,ESP,Buena-,Tecnico
player_1524,Barcelona B,"MC, ME (C)",175 cm,69 kg,18.0,Derecha,nan,---,nan,6.97,ESP,Buena-,Tecnico
player_1525,Sanluqueno,ME/MP (DI),170 cm,67 kg,28.0,Derecha,nan,---,nan,6.99,ESP,Buena-,Tecnico
player_1526,San Roque de Lepe,"DF (C), MC",181 cm,77 kg,37.0,Solo derecha,nan,---,nan,6.76,ESP,Buena-,Lider
player_1527,Unionistas,"ME (I), MP (DIC)",173 cm,67 kg,33.0,Solo izquierda,nan,---,nan,07.02,ESP,Buena-,Creativo
player_1528,San Fernando,DF (C),182 cm,80 kg,28.0,Derecha,nan,---,nan,6.58,ESP,Buena-,Fisico
player_1529,Marbella,POR,191 cm,84 kg,29.0,Derecha,nan,---,nan,6.96,ESP,Buena-,Con autoridad
player_1530,Marbella,"DF (C), MC, ME (C)",177 cm,71 kg,23.0,Derecha,nan,---,nan,07.01,ESP,Buena-,Lider
player_1531,Sevilla B,"DF (C), MC",188 cm,77 kg,22.0,Derecha,nan,---,nan,6.78,ESP,Buena-,Fisico
player_1532,Vigo B,DF (C),195 cm,82 kg,23.0,Derecha,nan,---,nan,6.68,ESP,Buena-,Fisico
player_1533,U. Adarve,DF (IC),187 cm,81 kg,31.0,Solo izquierda,nan,---,nan,7.00,ESP,Buena-,Fisico
player_1534,Orihuela,DL (C),182 cm,78 kg,38.0,Derecha,nan,---,nan,6.92,FRA,Buena-,Inteligente
player_1535,Naxara,POR,189 cm,78 kg,37.0,Solo derecha,nan,---,nan,6.51,ESP,Buena-,Con autoridad
player_1536,San Fernando,"ME (I), MP (DIC), DL (C)",177 cm,71 kg,30.0,Derecha,nan,---,nan,6.98,ESP,Buena-,Tecnico
player_1537,Cornella,"MC, ME (C)",188 cm,80 kg,30.0,Solo derecha,nan,---,nan,6.90,ESP,Buena-,Fisico
player_1538,Malaga,POR,184 cm,66 kg,19.0,Derecha,nan,---,nan,6.88,ESP,Buena-,Con autoridad
player_1539,U. Murcia,ME/MP (DC),181 cm,68 kg,24.0,Solo derecha,nan,---,nan,7.00,ESP,Buena-,Tecnico
player_1540,Talavera,ME (C),185 cm,81 kg,22.0,Derecha,nan,---,nan,6.55,BFA,Buena-,Fisico
player_1541,U. Murcia,DF (C),187 cm,79 kg,35.0,Solo derecha,nan,---,nan,6.87,ESP,Buena-,Inteligente
player_1542,Linares,"ME (I), MP (DI)",170 cm,67 kg,26.0,Solo izquierda,nan,---,nan,6.91,ESP,Buena-,Creativo
player_1543,Merida,DF/CR/ME/MP (D),181 cm,75 kg,25.0,Derecha,nan,---,nan,7.15,ESP,Buena-,Tecnico
player_1544,Unionistas,"MC, ME (C)",187 cm,76 kg,21.0,Derecha,nan,---,nan,6.66,ESP,Buena-,Inteligente
player_1545,Tarragona,ME/MP (C),185 cm,73 kg,28.0,Derecha,nan,---,nan,6.96,ESP,Buena-,Inteligente
player_1546,Tarragona,"MC, ME (C)",183 cm,75 kg,24.0,Derecha,nan,---,nan,6.69,ESP,Buena-,Inteligente
player_1547,Ceuta,"CR/ME (D), MP (DIC)",168 cm,60 kg,23.0,Derecha,nan,---,nan,6.94,ESP,Buena-,Creativo
player_1548,Arandina,ME/MP (C),173 cm,65 kg,26.0,Derecha,nan,---,nan,6.72,VEN,Buena-,Creativo
player_1549,Barcelona,"MC, ME/MP (C)",169 cm,66 kg,24.0,Derecha,nan,---,nan,6.50,ESP,Buena-,Creativo
player_1550,Granada B,"MP (DI), DL (C)",178 cm,71 kg,23.0,Izquierda,nan,---,nan,6.97,ESP,Buena-,Creativo
